"facility_id","facility_code","facility_class","facility_type","stop_id","facility_short_name","facility_long_name","facility_desc","facility_lat","facility_lon","wheelchair_facility"
"891","891",1,"elevator","place-dwnxg","Oak Grove platform to Franklin Street","Downtown Crossing Elevator 891 (Oak Grove platform to Franklin Street)","","","",1
"892","892",1,"elevator","place-dwnxg","Forest Hills platform to Washington Street, Winter Street","Downtown Crossing Elevator 892 (Forest Hills platform to Washington Street, Winter Street)","","","",1
"896","896",1,"elevator","place-qnctr","Commuter Rail platform to lobby","Quincy Center Elevator 896 (Commuter Rail platform to lobby)","","","",1
"897","897",1,"elevator","place-nqncy","Hancock Street parking to northern lobby","North Quincy Elevator 897 (Hancock Street parking to northern lobby)","","","",1
"898","898",1,"elevator","place-nqncy","Newport Avenue parking to northern lobby","North Quincy Elevator 898 (Newport Avenue parking to northern lobby)","","","",1
"899","899",1,"elevator","place-nqncy","Platform to northern lobby","North Quincy Elevator 899 (Platform to northern lobby)","","","",1
"900","900",1,"elevator","place-nqncy","Platform to main lobby, busway","North Quincy Elevator 900 (Platform to main lobby, busway)","","","",1
"901","901",1,"elevator","place-sstat","Ashmont/Braintree platform to lobby, Airport/Design Center platform","South Station Elevator 901 (Ashmont/Braintree platform to lobby, Airport/Design Center platform)","","","",1
"903","903",1,"elevator","place-haecl","Oak Grove platform to Congress Street lobby","Haymarket Elevator 903 (Oak Grove platform to Congress Street lobby)","","","",1
"904","904",1,"elevator","place-haecl","Forest Hills platform to Congress Street lobby","Haymarket Elevator 904 (Forest Hills platform to Congress Street lobby)","","","",1
"905","905",1,"elevator","place-haecl","Underpass to Forest Hills platform","Haymarket Elevator 905 (Underpass to Forest Hills platform)","","","",1
"906","906",1,"elevator","place-haecl","Underpass to Green Line platforms, busway","Haymarket Elevator 906 (Underpass to Green Line platforms, busway)","","","",1
"907","907",1,"elevator","place-haecl","Underpass to Oak Grove platform","Haymarket Elevator 907 (Underpass to Oak Grove platform)","","","",1
"908","908",1,"elevator","place-haecl","Green Line lobby to busway, Sudbury Street, New Chardon Street","Haymarket Elevator 908 (Green Line lobby to busway, Sudbury Street, New Chardon Street)","","","",1
"909","909",1,"elevator","place-north","Orange Line, Green Line lobby to Valenti Way","North Station Elevator 909 (Orange Line, Green Line lobby to Valenti Way)","","","",1
"910","910",1,"elevator","place-north","Lobby to Forest Hills, Copley & West platform","North Station Elevator 910 (Lobby to Forest Hills, Copley & West platform)","","","",1
"911","911",1,"elevator","place-north","Oak Grove platform to paid lobby","North Station Elevator 911 (Oak Grove platform to paid lobby)","","","",1
"912","912",1,"elevator","place-north","Orange Line, Green Line lobby to Causeway Street","North Station Elevator 912 (Orange Line, Green Line lobby to Causeway Street)","","","",1
"913","913",1,"elevator","place-aqucl","Wonderland platform to State Street lobby","Aquarium Elevator 913 (Wonderland platform to State Street lobby)","","","",1
"914","914",1,"elevator","place-aqucl","Bowdoin platform to State Street lobby","Aquarium Elevator 914 (Bowdoin platform to State Street lobby)","","","",1
"915","915",1,"elevator","place-aqucl","State Street lobby to street","Aquarium Elevator 915 (State Street lobby to street)","","","",1
"917","917",1,"elevator","place-prmnl","Lobby to Prudential Center","Prudential Elevator 917 (Lobby to Prudential Center)","","","",1
"918","918",1,"elevator","place-sstat","Ashmont/Braintree platform to lobby, Airport/Design Center platform","South Station Elevator 918 (Ashmont/Braintree platform to lobby, Airport/Design Center platform)","","","",1
"919","919",1,"elevator","place-sstat","Alewife platform to Airport/Design Center platform","South Station Elevator 919 (Alewife platform to Airport/Design Center platform)","","","",1
"920","920",1,"elevator","place-prmnl","Heath Street platform to lobby","Prudential Elevator 920 (Heath Street platform to lobby)","","","",1
"921","921",1,"elevator","place-prmnl","Park Street & North platform to lobby","Prudential Elevator 921 (Park Street & North platform to lobby)","","","",1
"922","922",1,"elevator","place-chncl","Forest Hills platform to street","Chinatown Elevator 922 (Forest Hills platform to street)","","","",1
"923","923",1,"elevator","place-aqucl","Bowdoin platform to Atlantic Avenue lobby","Aquarium Elevator 923 (Bowdoin platform to Atlantic Avenue lobby)","","","",1
"924","924",1,"elevator","place-aqucl","Wonderland platform to Atlantic Avenue lobby","Aquarium Elevator 924 (Wonderland platform to Atlantic Avenue lobby)","","","",1
"925","925",1,"elevator","place-aqucl","Atlantic Avenue lobby to Long Wharf","Aquarium Elevator 925 (Atlantic Avenue lobby to Long Wharf)","","","",1
"926","926",1,"elevator","place-sstat","Lobby to street outside main entrance","South Station Elevator 926 (Lobby to street outside main entrance)","","","",1
"927","927",1,"elevator","place-sstat","South Station platform to Alewife platform","South Station Elevator 927 (South Station platform to Alewife platform)","","","",1
"928","928",1,"elevator","Lynn","Platform to lobby","Lynn Elevator 928 (Platform to lobby)","","","",1
"929","929",1,"elevator","Lynn","Street to parking garage","Lynn Elevator 929 (Street to parking garage)","","","",1
"930","930",1,"elevator","Lynn","Street to parking garage","Lynn Elevator 930 (Street to parking garage)","","","",1
"931","931",1,"elevator","place-aport","Wonderland platform to paid mezzanine","Airport Elevator 931 (Wonderland platform to paid mezzanine)","","","",1
"932","932",1,"elevator","place-aport","Bowdoin platform to paid mezzanine","Airport Elevator 932 (Bowdoin platform to paid mezzanine)","","","",1
"933","933",1,"elevator","place-ccmnl","Paid lobby to platform","Community College Elevator 933 (Paid lobby to platform)","","","",1
"934","934",1,"elevator","place-wtcst","Lobby to World Trade Center Avenue","World Trade Center Elevator 934 (Lobby to World Trade Center Avenue)","","","",1
"935","935",1,"elevator","place-wtcst","South Station platform to lobby","World Trade Center Elevator 935 (South Station platform to lobby)","","","",1
"936","936",1,"elevator","place-wtcst","Airport/Design Center platform to lobby","World Trade Center Elevator 936 (Airport/Design Center platform to lobby)","","","",1
"937","937",1,"elevator","place-crtst","South Station platform to lobby","Courthouse Elevator 937 (South Station platform to lobby)","","","",1
"938","938",1,"elevator","place-crtst","Airport/Design Center platform to lobby","Courthouse Elevator 938 (Airport/Design Center platform to lobby)","","","",1
"939","939",1,"elevator","place-crtst","Lobby to Seaport Boulevard, Thomson Place","Courthouse Elevator 939 (Lobby to Seaport Boulevard, Thomson Place)","","","",1
"940","940",1,"elevator","place-crtst","Lobby to Seaport Boulevard, Fan Pier Boulevard","Courthouse Elevator 940 (Lobby to Seaport Boulevard, Fan Pier Boulevard)","","","",1
"941","941",1,"elevator","place-north","Orange Line, Green Line lobby to Commuter Rail, TD Garden","North Station Elevator 941 (Orange Line, Green Line lobby to Commuter Rail, TD Garden)","","","",1
"944","944",1,"elevator","place-mlmnl","Lobby to Commuter Rail platform","Malden Center Elevator 944 (Lobby to Commuter Rail platform)","","","",1
"945","945",1,"elevator","place-mlmnl","Lobby to Orange Line platform","Malden Center Elevator 945 (Lobby to Orange Line platform)","","","",1
"946","946",1,"elevator","place-shmnl","Platform to paid lobby","Savin Hill Elevator 946 (Platform to paid lobby)","","","",1
"947","947",1,"elevator","place-shmnl","Sydney Street to unpaid lobby","Savin Hill Elevator 947 (Sydney Street to unpaid lobby)","","","",1
"948","948",1,"elevator","place-kencl","Lobby to Commonwealth Avenue","Kenmore Elevator 948 (Lobby to Commonwealth Avenue)","","","",1
"949","949",1,"elevator","place-sstat","Lobby to Dewey Square","South Station Elevator 949 (Lobby to Dewey Square)","","","",1
"951","951",1,"elevator","place-chmnl","Ashmont/Braintree platform to lobby","Charles/MGH Elevator 951 (Ashmont/Braintree platform to lobby)","","","",1
"952","952",1,"elevator","place-chmnl","Alewife platform to lobby","Charles/MGH Elevator 952 (Alewife platform to lobby)","","","",1
"953","953",1,"elevator","place-smmnl","Alewife platform to lobby","Shawmut Elevator 953 (Alewife platform to lobby)","","","",1
"954","954",1,"elevator","place-smmnl","Ashmont platform to lobby","Shawmut Elevator 954 (Ashmont platform to lobby)","","","",1
"955","955",1,"elevator","place-aport","Bremen Street to unpaid mezzanine","Airport Elevator 955 (Bremen Street to unpaid mezzanine)","","","",1
"956","956",1,"elevator","place-aport","Buses, Airport to unpaid mezzanine","Airport Elevator 956 (Buses, Airport to unpaid mezzanine)","","","",1
"957","957",1,"elevator","place-fldcr","Paid lobby to Alewife platform","Fields Corner Elevator 957 (Paid lobby to Alewife platform)","","","",1
"958","958",1,"elevator","place-fldcr","Paid lobby to Ashmont platform","Fields Corner Elevator 958 (Paid lobby to Ashmont platform)","","","",1
"961","961",1,"elevator","place-alfcl","Platform to Russell Field, Rindge Avenue","Alewife Elevator 961 (Platform to Russell Field, Rindge Avenue)","","","",1
"962","962",1,"elevator","place-armnl","Copley & West platform to lobby","Arlington Elevator 962 (Copley & West platform to lobby)","","","",1
"963","963",1,"elevator","place-armnl","Park Street & North platform to lobby","Arlington Elevator 963 (Park Street & North platform to lobby)","","","",1
"964","964",1,"elevator","place-armnl","Lobby to street","Arlington Elevator 964 (Lobby to street)","","","",1
"965","965",1,"elevator","place-mvbcl","Platform to Maverick Square, busway","Maverick Elevator 965 (Platform to Maverick Square, busway)","","","",1
"966","966",1,"elevator","place-mvbcl","Platform to Lewis Courtyard","Maverick Elevator 966 (Platform to Lewis Courtyard)","","","",1
"967","967",1,"elevator","place-state","Oak Grove platform to Forest Hills, Wonderland platforms","State Street Elevator 967 (Oak Grove platform to Forest Hills, Wonderland platforms)","","","",1
"968","968",1,"elevator","place-asmnl","Peabody Square lobby to Alewife platform","Ashmont Elevator 968 (Peabody Square lobby to Alewife platform)","","","",1
"969","969",1,"elevator","place-asmnl","Mattapan Line lobby to Alewife platform","Ashmont Elevator 969 (Mattapan Line lobby to Alewife platform)","","","",1
"970","970",1,"elevator","place-asmnl","Ashmont platform to Mattapan Line lobby, busway","Ashmont Elevator 970 (Ashmont platform to Mattapan Line lobby, busway)","","","",1
"971","971",1,"elevator","place-kencl","Westbound platform to lobby","Kenmore Elevator 971 (Westbound platform to lobby)","","","",1
"972","972",1,"elevator","place-kencl","Park Street & North platform to lobby, busway","Kenmore Elevator 972 (Park Street & North platform to lobby, busway)","","","",1
"973","973",1,"elevator","place-harsq","Upper busway to Brattle Square","Harvard Elevator 973 (Upper busway to Brattle Square)","","","",1
"974","974",1,"elevator","place-state","Bowdoin platform to Congress Street, State Street","State Street Elevator 974 (Bowdoin platform to Congress Street, State Street)","","","",1
"975","975",1,"elevator","place-state","Wonderland platform to Congress Street, Exchange Place","State Street Elevator 975 (Wonderland platform to Congress Street, Exchange Place)","","","",1
"976","976",1,"elevator","place-coecl","Park Street & North lobby to street","Copley Elevator 976 (Park Street & North lobby to street)","","","",1
"977","977",1,"elevator","place-coecl","Kenmore & West, Heath Street lobby to street","Copley Elevator 977 (Kenmore & West, Heath Street lobby to street)","","","",1
"978","978",1,"elevator","place-pktrm","Copley & West platform to street","Park Street Elevator 978 (Copley & West platform to street)","","","",1
"979","979",1,"elevator","place-pktrm","Red Line center platform to Copley & West platform","Park Street Elevator 979 (Red Line center platform to Copley & West platform)","","","",1
"980","980",1,"elevator","place-spmnl","Copley & West platform to lobby","Science Park Elevator 980 (Copley & West platform to lobby)","","","",1
"981","981",1,"elevator","place-spmnl","Lechmere platform to lobby","Science Park Elevator 981 (Lechmere platform to lobby)","","","",1
"982","982",1,"elevator","place-portr","Lobby to street","Porter Elevator 982 (Lobby to street)","","","",1
"983","983",1,"elevator","place-portr","Red Line platforms to lobby","Porter Elevator 983 (Red Line platforms to lobby)","","","",1
"985","985",1,"elevator","place-portr","Lobby to street","Porter Elevator 985 (Lobby to street)","","","",1
"986","986",1,"elevator","place-portr","Commuter Rail platform to lobby","Porter Elevator 986 (Commuter Rail platform to lobby)","","","",1
"987","987",1,"elevator","place-portr","Red Line platforms to lobby","Porter Elevator 987 (Red Line platforms to lobby)","","","",1
"6476","6476",1,"elevator","place-sstat","Red Line, Airport/Design Center lobby to Commuter Rail lobby","South Station Elevator 6476 (Red Line, Airport/Design Center lobby to Commuter Rail lobby)","","","",1
"subplat-WR-0228","",2,"elevated-subplatform","Andover","Mini-high platform","Andover mini-high platform","","","",1
"subplat-WML-0252","",2,"elevated-subplatform","Ashland","Mini-high platform","Ashland mini-high platform","","","",1
"subplat-NEC-1969","",2,"elevated-subplatform","Attleboro","Mini-high platform","Attleboro mini-high platform","","","",1
"subplat-bbsta-5","",2,"elevated-subplatform","place-bbsta","Mini-high platform (Commuter Rail - Track 5)","Back Bay mini-high platform (Commuter Rail - Track 5)","","","",1
"subplat-bbsta-7","",2,"elevated-subplatform","place-bbsta","Mini-high platform (Commuter Rail - Track 7)","Back Bay mini-high platform (Commuter Rail - Track 7)","","","",1
"subplat-WR-0205","",2,"elevated-subplatform","Ballardvale","Mini-high platform","Ballardvale mini-high platform","","","",1
"subplat-NB-0072","",2,"elevated-subplatform","Bellevue","Mini-high platform","Bellevue mini-high platform","","","",1
"subplat-ER-0183","",2,"elevated-subplatform","Beverly","Mini-high platform","Beverly mini-high platform","","","",1
"subplat-GB-0229","",2,"elevated-subplatform","Beverly Farms","Mini-high platform","Beverly Farms mini-high platform","","","",1
"subplat-WR-0325","",2,"elevated-subplatform","Bradford","Mini-high platform","Bradford mini-high platform","","","",1
"subplat-FR-0115","",2,"elevated-subplatform","Brandeis/ Roberts","Mini-high platform","Brandeis/Roberts mini-high platform","","","",1
"subplat-SB-0156","",2,"elevated-subplatform","Canton Center","Mini-high platform","Canton Center mini-high platform","","","",1
"subplat-NEC-2139","",2,"elevated-subplatform","Canton Junction","Mini-high platform","Canton Junction mini-high platform","","","",1
"subplat-FB-0118","",2,"elevated-subplatform","Dedham Corp Center","Mini-high platform","Dedham Corp Center mini-high platform","","","",1
"subplat-DB-2205","",2,"elevated-subplatform","Fairmount","Mini-high platform","Fairmount mini-high platform","","","",1
"subplat-FR-0494","",2,"elevated-subplatform","Fitchburg","Mini-high platform","Fitchburg mini-high platform","","","",1
"subplat-FB-0303","",2,"elevated-subplatform","Forge Park / 495","Mini-high platform","Forge Park/495 mini-high platform","","","",1
"subplat-FS-0049","",2,"elevated-subplatform","Foxboro","Mini-high platform","Foxboro mini-high platform","","","",1
"subplat-WML-0214","",2,"elevated-subplatform","Framingham","Mini-high platform","Framingham mini-high platform","","","",1
"subplat-GB-0316","",2,"elevated-subplatform","Gloucester","Mini-high platform","Gloucester mini-high platform","","","",1
"subplat-WML-0364","",2,"elevated-subplatform","Grafton","Mini-high platform","Grafton mini-high platform","","","",1
"subplat-ER-0227","",2,"elevated-subplatform","Hamilton/ Wenham","Mini-high platform","Hamilton/Wenham mini-high platform","","","",1
"subplat-WR-0329","",2,"elevated-subplatform","Haverhill","Mini-high platform","Haverhill mini-high platform","","","",1
"subplat-NB-0109","",2,"elevated-subplatform","Hersey","Mini-high platform","Hersey mini-high platform","","","",1
"subplat-NB-0076","",2,"elevated-subplatform","Highland","Mini-high platform","Highland mini-high platform","","","",1
"subplat-NEC-2203","",2,"elevated-subplatform","Hyde Park","Mini-high platform","Hyde Park mini-high platform","","","",1
"subplat-025","",2,"elevated-subplatform","Ipswich","Mini-high platform","Ipswich mini-high platform","","","",1
"subplat-GB-0254","",2,"elevated-subplatform","Manchester","Mini-high platform","Manchester mini-high platform","","","",1
"subplat-NEC-2040","",2,"elevated-subplatform","Mansfield","Mini-high platform","Mansfield mini-high platform","","","",1
"subplat-WR-0075","",2,"elevated-subplatform","Melrose Highlands","Mini-high platform","Melrose Highlands mini-high platform","","","",1
"subplat-NHRML-0116","",2,"elevated-subplatform","Mishawum","Mini-high platform","Mishawum mini-high platform","","","",1
"subplat-GB-0198","",2,"elevated-subplatform","Montserrat","Mini-high platform","Montserrat mini-high platform","","","",1
"subplat-NB-0127","",2,"elevated-subplatform","Needham Center","Mini-high platform","Needham Center mini-high platform","","","",1
"subplat-NB-0137","",2,"elevated-subplatform","Needham Heights","Mini-high platform","Needham Heights mini-high platform","","","",1
"subplat-NB-0120","",2,"elevated-subplatform","Needham Junction","Mini-high platform","Needham Junction mini-high platform","","","",1
"subplat-FB-0230","",2,"elevated-subplatform","Norfolk","Mini-high platform","Norfolk mini-high platform","","","",1
"subplat-ER-0208","",2,"elevated-subplatform","North Beverly","Mini-high platform","North Beverly mini-high platform","","","",1
"subplat-NHRML-0218","",2,"elevated-subplatform","North Billerica","Mini-high platform","North Billerica mini-high platform","","","",1
"subplat-FR-0451","",2,"elevated-subplatform","North Leominster","Mini-high platform","North Leominster mini-high platform","","","",1
"subplat-FB-0148","",2,"elevated-subplatform","Norwood Central","Mini-high platform","Norwood Central mini-high platform","","","",1
"subplat-FB-0143","",2,"elevated-subplatform","Norwood Depot","Mini-high platform","Norwood Depot mini-high platform","","","",1
"subplat-WR-0120","",2,"elevated-subplatform","Reading","Mini-high platform","Reading mini-high platform","","","",1
"subplat-DB-0095","",2,"elevated-subplatform","Readville","Mini-high platform","Readville mini-high platform","","","",1
"subplat-GB-0353","",2,"elevated-subplatform","Rockport","Mini-high platform","Rockport mini-high platform","","","",1
"subplat-NB-0064","",2,"elevated-subplatform","Roslindale Village","Mini-high platform","Roslindale Village mini-high platform","","","",1
"subplat-ER-0168","",2,"elevated-subplatform","Salem","Mini-high platform","Salem mini-high platform","","","",1
"subplat-NEC-1919","",2,"elevated-subplatform","South Attleboro","Mini-high platform","South Attleboro mini-high platform","","","",1
"subplat-WML-0274","",2,"elevated-subplatform","Southborough","Mini-high platform","Southborough mini-high platform","","","",1
"subplat-SB-0189","",2,"elevated-subplatform","Stoughton","Mini-high platform","Stoughton mini-high platform","","","",1
"subplat-ER-0128","",2,"elevated-subplatform","Swampscott","Mini-high platform","Swampscott mini-high platform","","","",1
"subplat-FR-0098","",2,"elevated-subplatform","Waltham","Mini-high platform","Waltham mini-high platform","","","",1
"subplat-FR-0219","",2,"elevated-subplatform","West Concord","Mini-high platform","West Concord mini-high platform","","","",1
"subplat-GB-0296","",2,"elevated-subplatform","West Gloucester","Mini-high platform","West Gloucester mini-high platform","","","",1
"subplat-WML-0199","",2,"elevated-subplatform","West Natick","Mini-high platform","West Natick mini-high platform","","","",1
"subplat-NB-0080","",2,"elevated-subplatform","West Roxbury","Mini-high platform","West Roxbury mini-high platform","","","",1
"subplat-WML-0340","",2,"elevated-subplatform","Westborough","Mini-high platform","Westborough mini-high platform","","","",1
"subplat-NHRML-0152","",2,"elevated-subplatform","Wilmington","Mini-high platform","Wilmington mini-high platform","","","",1
"subplat-WML-0442","",2,"elevated-subplatform","Worcester","Mini-high platform","Worcester mini-high platform","","","",1
"subplat-lake","",2,"elevated-subplatform","place-lake","Mini-high platform","Boston College mini-high platform","","","",1
"subplat-bucen","",2,"elevated-subplatform","place-bucen","Mini-high platform (Park Street & North)","Boston University Central mini-high platform (Park Street & North)","","","",1
"subplat-bvmnl-0","",2,"elevated-subplatform","place-bvmnl","Mini-high platform (Park Street & North)","Brookline Village mini-high platform (Park Street & North)","","","",1
"subplat-bvmnl-1","",2,"elevated-subplatform","place-bvmnl","Mini-high platform (Riverside)","Brookline Village mini-high platform (Riverside)","","","",1
"subplat-butlr-0","",2,"elevated-subplatform","place-butlr","Mini-high platform (Mattapan)","Butler mini-high platform (Mattapan)","","","",1
"subplat-butlr-1","",2,"elevated-subplatform","place-butlr","Mini-high platform (Ashmont)","Butler mini-high platform (Ashmont)","","","",1
"subplat-capst-0","",2,"elevated-subplatform","place-capst","Mini-high platform (Mattapan)","Capen Street mini-high platform (Mattapan)","","","",1
"subplat-capst-1","",2,"elevated-subplatform","place-capst","Mini-high platform (Ashmont)","Capen Street mini-high platform (Ashmont)","","","",1
"subplat-cedgr-0","",2,"elevated-subplatform","place-cedgr","Mini-high platform (Mattapan)","Cedar Grove mini-high platform (Mattapan)","","","",1
"subplat-cedgr-1","",2,"elevated-subplatform","place-cedgr","Mini-high platform (Ashmont)","Cedar Grove mini-high platform (Ashmont)","","","",1
"subplat-cenav-0","",2,"elevated-subplatform","place-cenav","Mini-high platform (Mattapan)","Central Avenue mini-high platform (Mattapan)","","","",1
"subplat-cenav-1","",2,"elevated-subplatform","place-cenav","Mini-high platform (Ashmont)","Central Avenue mini-high platform (Ashmont)","","","",1
"subplat-fenwy","",2,"elevated-subplatform","place-fenwy","Mini-high platform (Park Street & North)","Fenway mini-high platform (Park Street & North)","","","",1
"subplat-hsmnl","",2,"elevated-subplatform","place-hsmnl","Mini-high platform","Heath Street mini-high platform","","","",1
"subplat-matt-0","",2,"elevated-subplatform","place-matt","Mini-high platform (Exit Only)","Mattapan mini-high platform (Exit Only)","","","",1
"subplat-matt-1","",2,"elevated-subplatform","place-matt","Mini-high platform (Ashmont)","Mattapan mini-high platform (Ashmont)","","","",1
"subplat-miltt-0","",2,"elevated-subplatform","place-miltt","Mini-high platform (Mattapan)","Milton mini-high platform (Mattapan)","","","",1
"subplat-miltt-1","",2,"elevated-subplatform","place-miltt","Mini-high platform (Ashmont)","Milton mini-high platform (Ashmont)","","","",1
"subplat-mfa","",2,"elevated-subplatform","place-mfa","Mini-high platform (Heath Street)","Museum of Fine Arts mini-high platform (Heath Street)","","","",1
"subplat-newto","",2,"elevated-subplatform","place-newto","Mini-high platform (Park Street & North)","Newton Centre mini-high platform (Park Street & North)","","","",1
"subplat-spmnl-0","",2,"elevated-subplatform","place-spmnl","Mini-high platform (Lechmere)","Science Park mini-high platform (Lechmere)","","","",1
"subplat-spmnl-1","",2,"elevated-subplatform","place-spmnl","Mini-high platform (Copley & West)","Science Park mini-high platform (Copley & West)","","","",1
"subplat-smary","",2,"elevated-subplatform","place-smary","Mini-high platform (Cleveland Circle)","Saint Marys Street mini-high platform (Cleveland Circle)","","","",1
"subplat-wascm-0","",2,"elevated-subplatform","place-wascm","Mini-high platform (Park Street & North)","Washington Street mini-high platform (Park Street & North)","","","",1
"subplat-wascm-1","",2,"elevated-subplatform","place-wascm","Mini-high platform (Boston College)","Washington Street mini-high platform (Boston College)","","","",1
"highlevel-PB-0194","",2,"fully-elevated-platform","Abington","High-level platform","Abington high-level platform","","","",1
"highlevel-NHRML-0127","",2,"fully-elevated-platform","Anderson/ Woburn","High-level platform","Anderson/Woburn high-level platform","","","",1
"highlevel-bbsta-0","",2,"fully-elevated-platform","place-bbsta","High-level platform (Commuter Rail)","Back Bay high-level platform (Commuter Rail)","","","",1
"highlevel-bbsta-1","",2,"fully-elevated-platform","place-bbsta","High-level platform (Commuter Rail - Track 1)","Back Bay high-level platform (Commuter Rail - Track 1)","","","",1
"highlevel-bbsta-2","",2,"fully-elevated-platform","place-bbsta","High-level platform (Commuter Rail - Track 2)","Back Bay high-level platform (Commuter Rail - Track 2)","","","",1
"highlevel-bbsta-3","",2,"fully-elevated-platform","place-bbsta","High-level platform (Commuter Rail - Track 3)","Back Bay high-level platform (Commuter Rail - Track 3)","","","",1
"highlevel-WML-0035","",2,"fully-elevated-platform","Boston Landing","High-level platform","Boston Landing high-level platform","","","",1
"highlevel-brntn","",2,"fully-elevated-platform","place-brntn","High-level platform (Commuter Rail)","Braintree high-level platform (Commuter Rail)","","","",1
"highlevel-MM-0277","",2,"fully-elevated-platform","Bridgewater","High-level platform","Bridgewater high-level platform","","","",1
"highlevel-MM-0200","",2,"fully-elevated-platform","Brockton","High-level platform","Brockton high-level platform","","","",1
"highlevel-MM-0219","",2,"fully-elevated-platform","Campello","High-level platform","Campello high-level platform","","","",1
"highlevel-GRB-0199","",2,"fully-elevated-platform","Cohasset","High-level platform","Cohasset high-level platform","","","",1
"highlevel-GRB-0146","",2,"fully-elevated-platform","East Weymouth","High-level platform","East Weymouth high-level platform","","","",1
"highlevel-forhl","",2,"fully-elevated-platform","place-forhl","High-level platform (Commuter Rail)","Forest Hills high-level platform (Commuter Rail)","","","",1
"highlevel-DB-2249","",2,"fully-elevated-platform","Four Corners / Geneva","High-level platform","Four Corners/Geneva high-level platform","","","",1
"highlevel-GRB-0276","",2,"fully-elevated-platform","Greenbush","High-level platform","Greenbush high-level platform","","","",1
"highlevel-PB-0281","",2,"fully-elevated-platform","Halifax","High-level platform","Halifax high-level platform","","","",1
"highlevel-PB-0245","",2,"fully-elevated-platform","Hanson","High-level platform","Hanson high-level platform","","","",1
"highlevel-MM-0150","",2,"fully-elevated-platform","Holbrook/ Randolph","High-level platform","Holbrook/Randolph high-level platform","","","",1
"highlevel-jfk","",2,"fully-elevated-platform","place-jfk","High-level platform (Commuter Rail)","JFK/UMass high-level platform (Commuter Rail)","","","",1
"highlevel-KB-0351","",2,"fully-elevated-platform","Kingston","High-level platform","Kingston high-level platform","","","",1
"highlevel-FR-0301","",2,"fully-elevated-platform","Littleton / Rte 495","High-level platform","Littleton/Rte 495 high-level platform","","","",1
"highlevel-ER-0115","",2,"fully-elevated-platform","Lynn","High-level platform","Lynn high-level platform","","","",1
"highlevel-mlmnl","",2,"fully-elevated-platform","place-mlmnl","High-level platform (Commuter Rail)","Malden Center high-level platform (Commuter Rail)","","","",1
"highlevel-MM-0356","",2,"fully-elevated-platform","Middleborough/ Lakeville","High-level platform","Middleborough/Lakeville high-level platform","","","",1
"highlevel-MM-0186","",2,"fully-elevated-platform","Montello","High-level platform","Montello high-level platform","","","",1
"highlevel-DB-2230","",2,"fully-elevated-platform","Morton Street","High-level platform","Morton Street high-level platform","","","",1
"highlevel-GRB-0183","",2,"fully-elevated-platform","Nantasket Junction","High-level platform","Nantasket Junction high-level platform","","","",1
"highlevel-ER-0362","",2,"fully-elevated-platform","Newburyport","High-level platform","Newburyport high-level platform","","","",1
"highlevel-DB-2265","",2,"fully-elevated-platform","Newmarket","High-level platform","Newmarket high-level platform","","","",1
"highlevel-GRB-0233","",2,"fully-elevated-platform","North Scituate","High-level platform","North Scituate high-level platform","","","",1
"highlevel-north-0","",2,"fully-elevated-platform","place-north","High-level platform (Commuter Rail)","North Station high-level platform (Commuter Rail)","","","",1
"highlevel-north-1","",2,"fully-elevated-platform","place-north","High-level platform (Commuter Rail - Track 1)","North Station high-level platform (Commuter Rail - Track 1)","","","",1
"highlevel-north-2","",2,"fully-elevated-platform","place-north","High-level platform (Commuter Rail - Track 2)","North Station high-level platform (Commuter Rail - Track 2)","","","",1
"highlevel-north-3","",2,"fully-elevated-platform","place-north","High-level platform (Commuter Rail - Track 3)","North Station high-level platform (Commuter Rail - Track 3)","","","",1
